Date,Adj_Close,Close,High,Low,Open,Volume,pct_change,ma20,ma5,signal,position,start_time,equity_num,cash,equity_value,net_value,equity_change,equity_curve
2010-01-04 00:00:00+00:00,6.454506874084473,7.643214225769043,7.660714149475098,7.585000038146973,7.622499942779541,493729600,0.0,6.454506874084473,6.454506874084473,0.0,0.0,,,,,,0.0,1.0
2010-01-05 00:00:00+00:00,6.465663909912109,7.656428813934326,7.699643135070801,7.6160712242126465,7.664286136627197,601904800,0.0017285651786091,6.460085391998291,6.460085391998291,0.0,0.0,,,,,,0.0,1.0
2010-01-06 00:00:00+00:00,6.362820148468018,7.534643173217773,7.68678617477417,7.526785850524902,7.656428813934326,552160000,-0.0159061409434579,6.427663644154866,6.427663644154866,0.0,0.0,,,,,,0.0,1.0
2010-01-07 00:00:00+00:00,6.351057052612305,7.520713806152344,7.5714287757873535,7.466071128845215,7.5625,477131200,-0.0018487236133092,6.408511996269226,6.408511996269226,0.0,0.0,,,,,,0.0,1.0
2010-01-08 00:00:00+00:00,6.393279552459717,7.570713996887207,7.5714287757873535,7.466429233551025,7.510714054107666,447610800,0.0066481058975915,6.405465507507325,6.405465507507325,0.0,0.0,,,,,,0.0,1.0
2010-01-11 00:00:00+00:00,6.336883068084717,7.503929138183594,7.607142925262451,7.444643020629883,7.599999904632568,462229600,-0.0088212135746984,6.39403510093689,6.381940746307373,0.0,0.0,,,,,,0.0,1.0
2010-01-12 00:00:00+00:00,6.264800548553467,7.41857099533081,7.491786003112793,7.372142791748047,7.471070766448975,594459600,-0.0113750748998807,6.375573022024972,6.341768074035644,0.0,0.0,,,,,,0.0,1.0
2010-01-13 00:00:00+00:00,6.35316801071167,7.523213863372803,7.533214092254639,7.289286136627197,7.423929214477539,605892000,0.0141053911410806,6.372772395610809,6.339837646484375,0.0,0.0,,,,,,0.0,1.0
2010-01-14 00:00:00+00:00,6.316372394561768,7.479642868041992,7.51642894744873,7.465000152587891,7.503929138183594,432894000,-0.00579169574736,6.366505728827582,6.332900714874268,0.0,0.0,,,,,,0.0,1.0
2010-01-15 00:00:00+00:00,6.210813999176025,7.354642868041992,7.557143211364746,7.352499961853027,7.533214092254639,594067600,-0.016711870167222,6.350936555862427,6.29640760421753,0.0,0.0,,,,,,0.0,1.0
2010-01-19 00:00:00+00:00,6.485570430755615,7.679999828338623,7.685357093811035,7.401429176330566,7.440357208251953,730007600,0.0442383931665062,6.363175999034535,6.326145076751709,0.0,0.0,,,,,,0.0,1.0
2010-01-20 00:00:00+00:00,6.385740756988525,7.56178617477417,7.698214054107666,7.482142925262451,7.675356864929199,612152800,-0.0153925818604453,6.365056395530701,6.350333118438721,0.0,0.0,,,,,,0.0,1.0
2010-01-21 00:00:00+00:00,6.275356292724609,7.431070804595947,7.618214130401611,7.400356769561768,7.574285984039307,608154400,-0.0172860860571441,6.35815638762254,6.334770774841308,0.0,0.0,,,,,,0.0,1.0
2010-01-22 00:00:00+00:00,5.964107036590576,7.0625,7.410714149475098,7.041429042816162,7.385000228881836,881767600,-0.0495986588833023,6.330010005405971,6.264317703247071,0.0,0.0,,,,,,0.0,1.0
2010-01-25 00:00:00+00:00,6.124557018280029,7.252500057220459,7.310713768005371,7.1496429443359375,7.232500076293945,1065699600,0.0269025992835258,6.316313139597575,6.247066307067871,0.0,0.0,,,,,,0.0,1.0
2010-01-26 00:00:00+00:00,6.211115837097168,7.355000019073486,7.632500171661377,7.235000133514404,7.35535717010498,1867110000,0.0141330742058218,6.309738308191299,6.192175388336182,0.0,0.0,,,,,,0.0,1.0
2010-01-27 00:00:00+00:00,6.269625186920166,7.424285888671875,7.520713806152344,7.126070976257324,7.387499809265137,1722568400,0.0094201028217086,6.307378712822409,6.16895227432251,0.0,0.0,,,,,,0.0,1.0
2010-01-28 00:00:00+00:00,6.010552406311035,7.117499828338623,7.339285850524902,7.096428871154785,7.318929195404053,1173502400,-0.0413218929178755,6.290888362460667,6.115991497039795,0.0,0.0,,,,,,0.0,1.0
2010-01-29 00:00:00+00:00,5.792496204376221,6.859285831451416,7.221428871154785,6.794642925262451,7.181428909301758,1245952400,-0.0362788953817051,6.264657196245696,6.081669330596924,0.0,0.0,,,,,,0.0,1.0
2010-02-01 00:00:00+00:00,5.873023509979248,6.9546427726745605,7.0,6.83214282989502,6.870357036590576,749876400,0.0139020040344937,6.245075511932373,6.031362628936767,0.0,0.0,,,,,,0.0,1.0
2010-02-02 00:00:00+00:00,5.907103061676025,6.994999885559082,7.0114288330078125,6.906428813934326,6.996786117553711,698342400,0.0058027269325366,6.217705321311951,5.970560073852539,0.0,0.0,,,,,,0.0,1.0
2010-02-03 00:00:00+00:00,6.0087432861328125,7.115356922149658,7.150000095367432,6.943571090698242,6.9703569412231445,615328000,0.0172064417017212,6.194859290122986,5.918383693695068,0.0,0.0,,,,,,0.0,1.0
2010-02-04 00:00:00+00:00,5.7921953201293945,6.85892915725708,7.084642887115479,6.841785907745361,7.026071071624756,757652000,-0.036038811393919,6.166328048706054,5.87471227645874,0.0,0.0,,,,,,0.0,1.0
2010-02-05 00:00:00+00:00,5.895041465759277,6.980713844299316,7.0,6.816071033477783,6.879642963409424,850306800,0.0177559871422956,6.143527269363403,5.895221328735351,0.0,0.0,,,,,,0.0,1.0
2010-02-08 00:00:00+00:00,5.854626178741455,6.932857036590576,7.067142963409424,6.928571224212647,6.98892879486084,478270800,-0.0068558104726778,6.11659460067749,5.891541862487793,0.0,0.0,,,,,,0.0,1.0
2010-02-09 00:00:00+00:00,5.917055606842041,7.006785869598389,7.053571224212647,6.955357074737549,7.014999866485596,632886800,0.0106632646038566,6.0956032276153564,5.893532371520996,0.0,0.0,,,,,,0.0,1.0
2010-02-10 00:00:00+00:00,5.884785175323486,6.968571186065674,7.021429061889648,6.937857151031494,6.996070861816406,370361600,-0.0054537989268242,6.076602458953857,5.868740749359131,0.0,0.0,,,,,,0.0,1.0
2010-02-11 00:00:00+00:00,5.991855144500732,7.0953569412231445,7.1339287757873535,6.930714130401611,6.960000038146973,550345600,0.0181943717548467,6.05853681564331,5.908672714233399,0.0,0.0,,,,,,0.0,1.0
2010-02-12 00:00:00+00:00,6.043427467346191,7.156428813934326,7.201428890228272,6.982142925262451,7.075356960296631,655468800,0.0086070710325485,6.044889569282532,5.938349914550781,0.0,0.0,,,,,,0.0,1.0
2010-02-16 00:00:00+00:00,6.134509563446045,7.264286041259766,7.2746429443359375,7.197143077850342,7.2121429443359375,543737600,0.0150712648727875,6.041074347496033,5.994326591491699,0.0,0.0,,,,,,0.0,1.0
2010-02-17 00:00:00+00:00,6.108874320983887,7.23392915725708,7.296785831451416,7.1735711097717285,7.292500019073486,436396800,-0.0041788576897674,6.022239542007446,6.032690334320068,1.0,0.0,,,,,,0.0,1.0
2010-02-18 00:00:00+00:00,6.120332717895508,7.247499942779541,7.28178596496582,7.175714015960693,7.201070785522461,422825200,0.0018756969466964,6.008969140052796,6.079799842834473,1.0,1.0,2010-02-18 00:00:00+00:00,163334.0,2.908034149557352,999658.4241447449,999661.3321788944,-0.00033866782110558713,0.9996613321788944
2010-02-19 00:00:00+00:00,6.082333564758301,7.202499866485596,7.257143020629883,7.182499885559082,7.209286212921143,415469600,-0.0062086744117847,5.99931800365448,6.097895526885987,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,993451.8704662323,993454.7785003819,-0.006208656350630837,0.9934547785003819
2010-02-22 00:00:00+00:00,6.044633388519287,7.1578569412231445,7.232142925262451,7.11392879486084,7.226428985595703,390563600,-0.0061983079089007,6.003344321250916,6.098136711120605,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,987294.1498804092,987297.0579145588,-0.006198289765255494,0.9872970579145588
2010-02-23 00:00:00+00:00,5.943295955657959,7.037857055664063,7.190357208251953,6.989643096923828,7.142857074737549,575094800,-0.0167648600581469,5.994281268119812,6.059893989562989,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,970742.3016214371,970745.2096555866,-0.016764810678089326,0.9707452096555866
2010-02-24 00:00:00+00:00,6.0518717765808105,7.166429042816162,7.194285869598389,7.065713882446289,7.0796427726745605,460566400,0.0182686209357432,5.986319065093994,6.048493480682373,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,988476.4247560501,988479.3327901997,0.01826856620894879,0.9884793327901996
2010-02-25 00:00:00+00:00,6.092286109924316,7.214285850524902,7.244999885559082,7.03178596496582,7.049285888671875,665126000,0.0066779890314099,5.977452111244202,6.042884159088135,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,995077.4594783783,995080.3675125279,0.006677969385253002,0.9950803675125279
2010-02-26 00:00:00+00:00,6.171303749084473,7.307857036590576,7.327499866485596,7.214285850524902,7.2278571128845215,507460800,0.0129701129813053,5.985489678382874,6.060678195953369,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1007983.7265529631,1007986.6345871127,0.01297007507730008,1.0079866345871127
2010-03-01 00:00:00+00:00,6.303104877471924,7.463929176330566,7.482142925262451,7.337500095367432,7.348214149475098,550093600,0.0213570962873126,6.0110201120376585,6.112372493743896,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1029511.3320569992,1029514.2400911488,0.02135703467224448,1.0295142400911488
2010-03-02 00:00:00+00:00,6.298880100250244,7.458929061889648,7.529643058776855,7.419285774230957,7.497499942779541,566546400,-0.0006702692250575,6.032312941551209,6.1834893226623535,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1028821.2822942735,1028824.190328423,-0.0006702673317705576,1.028824190328423
2010-03-03 00:00:00+00:00,6.313357830047607,7.476070880889893,7.495357036590576,7.42642879486084,7.4621429443359375,372052800,0.0022984609274889,6.052625679969788,6.2357865333557125,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1031185.9878129959,1031188.8958471455,0.002298454430749386,1.0311888958471456
2010-03-04 00:00:00+00:00,6.354975700378418,7.525356769561768,7.532856941223144,7.451070785522461,7.474286079406738,366041200,0.0065920341363727,6.069937300682068,6.288324451446533,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1037983.6010456086,1037986.5090797582,0.0065920155463159436,1.0379865090797584
2010-03-05 00:00:00+00:00,6.603495121002197,7.819643020629883,7.846428871154785,7.6653571128845215,7.67642879486084,899620400,0.0391062739404308,6.110502290725708,6.374762725830078,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1078575.272093773,1078578.1801279224,0.039106164379873576,1.0785781801279226
2010-03-08 00:00:00+00:00,6.607416152954102,7.824285984039307,7.86035680770874,7.794642925262451,7.857500076293945,429889600,0.0005937813052112,6.146121025085449,6.435624980926514,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1079215.7099266052,1079218.6179607548,0.0005937797042736559,1.079218617960755
2010-03-09 00:00:00+00:00,6.726245403289795,7.965000152587891,8.035714149475098,7.78178596496582,7.796785831451416,920259200,0.0179842237245138,6.189701986312866,6.521098041534424,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1098624.5667009354,1098627.474735085,0.017984175264696756,1.098627474735085
2010-03-10 00:00:00+00:00,6.781136989593506,8.029999732971191,8.052857398986816,7.971428871154785,7.993928909301758,596218000,0.0081608063655933,6.23290605545044,6.614653873443603,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1107590.2290582657,1107593.1370924152,0.008160784764182472,1.1075931370924155
2010-03-11 00:00:00+00:00,6.801042079925537,8.053570747375488,8.053570747375488,7.975714206695557,7.996786117553711,405700400,0.0029353617782059,6.278718900680542,6.703867149353028,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1110841.4070825577,1110844.3151167072,0.002935354071285312,1.1108443151167073
2010-03-12 00:00:00+00:00,6.834216594696045,8.092857360839844,8.133213996887207,8.0625,8.120356559753418,416323600,0.0048778575960335,6.320836973190308,6.750011444091797,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1116259.9332780838,1116262.8413122334,0.004877844826488342,1.1162628413122333
2010-03-15 00:00:00+00:00,6.750975608825684,7.994286060333252,8.053570747375488,7.8660712242126465,8.049285888671875,493502800,-0.0121800333245164,6.356214380264282,6.778723335266113,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1102663.8500919342,1102666.7581260838,-0.012180001593680712,1.1026667581260838
2010-03-16 00:00:00+00:00,6.769373893737793,8.016071319580078,8.03499984741211,7.946785926818848,8.006428718566895,446908000,0.0027252779417625,6.38795759677887,6.787349033355713,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1105668.9155597687,1105671.8235939182,0.0027252707544584975,1.1056718235939185
2010-03-17 00:00:00+00:00,6.7594194412231445,8.00428581237793,8.087499618530273,7.973928928375244,8.032142639160156,450956800,-0.0014705130298471,6.420484852790833,6.78300552368164,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1104043.015012741,1104045.9230468906,-0.0014705091622418953,1.1040459230468909
2010-03-18 00:00:00+00:00,6.775405883789063,8.023214340209961,8.035714149475098,7.950356960296631,8.003570556640625,342109600,0.0023650614827102,6.453238511085511,6.777878284454346,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1106654.144622803,1106657.0526569525,0.002365055253187087,1.1066570526569528
2010-03-19 00:00:00+00:00,6.703023910522461,7.9375,8.044285774230957,7.901071071624756,8.028214454650879,559445600,-0.0106830460799085,6.484273028373718,6.751639747619629,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1094831.7074012756,1094834.6154354252,-0.010683018007379141,1.0948346154354254
2010-03-22 00:00:00+00:00,6.778422355651856,8.026785850524902,8.071429252624512,7.862500190734863,7.873929023742676,456419600,0.0112484225233082,6.520962476730347,6.757129096984864,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1107146.8370380402,1107149.7450721897,0.011248392645921923,1.1071497450721899
2010-03-23 00:00:00+00:00,6.887297630310059,8.15571403503418,8.170714378356934,8.003570556640625,8.058570861816406,602431200,0.0160620375871711,6.568162560462952,6.780713844299316,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1124929.871149063,1124932.7791832127,0.016061995398701345,1.1249327791832127
2010-03-24 00:00:00+00:00,6.917760848999023,8.19178581237793,8.221428871154785,8.125356674194336,8.130000114440918,597780400,0.0044231018207925,6.611457014083863,6.8123821258544925,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1129905.5505104065,1129908.458544556,0.004423090386748374,1.129908458544556
2010-03-25 00:00:00+00:00,6.835726737976074,8.094642639160156,8.248929023742676,8.08035659790039,8.247142791748047,542284400,-0.0118584774486414,6.64862904548645,6.824446296691894,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1116506.591020584,1116509.4990547337,-0.011858446928596056,1.1165094990547335
2010-03-26 00:00:00+00:00,6.963905811309815,8.246429443359375,8.283928871154785,8.162500381469727,8.176786422729492,640875200,0.0187513454307115,6.688259148597718,6.876622676849365,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1137442.5917844775,1137445.499818627,0.01875129659140229,1.1374454998186267
2010-03-29 00:00:00+00:00,7.008842468261719,8.299642562866211,8.352499961853027,8.272143363952637,8.321429252624512,540744400,0.0064527950505768,6.723546028137207,6.9227066993713375,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1144782.2757110596,1144785.1837452091,0.006452778553128535,1.144785183745209
2010-03-30 00:00:00+00:00,7.113195896148682,8.423213958740234,8.481429100036621,8.366070747375488,8.449999809265137,527310000,0.0148888248465433,6.7642618179321286,6.967886352539063,1.0,1.0,2010-02-18 00:00:00+00:00,,2.908034149557352,1161826.7385015488,1161829.6465356983,0.014888787025289396,1.161829646535698
